site_name,date,indicator,conc,river_name,year,date_no_year
Indian 1,2007-08-09T00:00:00Z,e.coli,2400,Indian River,2007,08-09
Muddy 3,2008-07-22T00:00:00Z,e.coli,2400,Muddy Brook,2008,07-22
Muddy 4,2008-07-29T00:00:00Z,e.coli,2400,Muddy Brook,2008,07-29
Sasco 3,2019-07-09T00:00:00Z,entero,1043,Sasco Brook,2019,07-09
Hunt Club 2,2021-06-29T00:00:00Z,e.coli,2407,Sasco Brook,2021,06-29
Stony 5,2022-09-14T00:00:00Z,e.coli,2407,Stony Brook,2022,09-14
Hunt Club 2,2023-05-18T00:00:00Z,e.coli,2420,Sasco Brook,2023,05-18
Sasco 4,2023-09-12T00:00:00Z,e.coli,1164,Sasco Brook,2023,09-12
Sasco 4,2023-09-12T00:00:00Z,entero,1081,Sasco Brook,2023,09-12
Deadman 7,2020-05-21T00:00:00Z,e.coli,2420,Deadman Brook,2020,05-21
Hunt Club 2,2021-05-04T00:00:00Z,e.coli,2420,Sasco Brook,2021,05-04
Deadman 7,2021-05-04T00:00:00Z,e.coli,2420,Deadman Brook,2021,05-04
Deadman 2,2021-05-04T00:00:00Z,e.coli,2420,Deadman Brook,2021,05-04
Deadman 3.5,2021-05-04T00:00:00Z,e.coli,2420,Deadman Brook,2021,05-04
Deadman 3,2021-05-04T00:00:00Z,e.coli,2420,Deadman Brook,2021,05-04
Sasco 6,2021-05-04T00:00:00Z,e.coli,2420,Sasco Brook,2021,05-04
Sasco 7,2021-05-04T00:00:00Z,e.coli,2420,Sasco Brook,2021,05-04
Deadman 5,2021-05-04T00:00:00Z,e.coli,2420,Deadman Brook,2021,05-04
Hunt Club 1,2021-05-04T00:00:00Z,e.coli,2420,Sasco Brook,2021,05-04
Sasco 9,2021-05-04T00:00:00Z,e.coli,2420,Sasco Brook,2021,05-04
Indian 1.5,2022-05-17T00:00:00Z,e.coli,2420,Indian River,2022,05-17
Hunt Club 1,2022-06-23T00:00:00Z,e.coli,2420,Sasco Brook,2022,06-23
Deadman 2,2022-06-02T00:00:00Z,e.coli,2420,Deadman Brook,2022,06-02
Deadman 3,2022-06-02T00:00:00Z,e.coli,2420,Deadman Brook,2022,06-02
Deadman 3.5,2022-06-02T00:00:00Z,e.coli,2420,Deadman Brook,2022,06-02
Deadman 4,2022-06-02T00:00:00Z,e.coli,2420,Deadman Brook,2022,06-02
Deadman 5,2022-06-02T00:00:00Z,e.coli,2420,Deadman Brook,2022,06-02
Deadman 7,2022-06-02T00:00:00Z,e.coli,2420,Deadman Brook,2022,06-02
Hunt Club 1,2023-06-13T00:00:00Z,e.coli,2420,Sasco Brook,2023,06-13
New 3,2023-06-13T00:00:00Z,e.coli,2420,Greens Farms Brook,2023,06-13
Stony 1,2020-09-02T00:00:00Z,entero,1160,Stony Brook,2020,09-02
Muddy 2,2022-09-20T00:00:00Z,e.coli,2420,Muddy Brook,2022,09-20
Hunt Club 1,2022-06-09T00:00:00Z,e.coli,2420,Sasco Brook,2022,06-09
Sasco 6,2022-06-09T00:00:00Z,e.coli,2420,Sasco Brook,2022,06-09
Hunt Club 2,2022-06-09T00:00:00Z,e.coli,2420,Sasco Brook,2022,06-09
Sasco 7,2022-06-09T00:00:00Z,e.coli,2420,Sasco Brook,2022,06-09
Stony 5,2022-06-08T00:00:00Z,e.coli,2420,Stony Brook,2022,06-08
Sasco 9,2022-06-09T00:00:00Z,e.coli,2420,Sasco Brook,2022,06-09
Sasco 2,2021-06-15T00:00:00Z,entero,1198,Sasco Brook,2021,06-15
Stony 4,2022-06-08T00:00:00Z,e.coli,2420,Stony Brook,2022,06-08
Deadman 7,2022-07-05T00:00:00Z,e.coli,2420,Deadman Brook,2022,07-05
Deadman 8,2020-09-02T00:00:00Z,e.coli,2420,Deadman Brook,2020,09-02
Deadman 1,2023-09-05T00:00:00Z,entero,1259,Deadman Brook,2023,09-05
Stony 3,2023-08-30T00:00:00Z,e.coli,2420,Stony Brook,2023,08-30
Deadman 3.5,2022-08-30T00:00:00Z,e.coli,2420,Deadman Brook,2022,08-30
Deadman 1,2023-08-09T00:00:00Z,entero,1281,Deadman Brook,2023,08-09
Sasco 1,2021-06-15T00:00:00Z,entero,1291,Sasco Brook,2021,06-15
Stony 2,2020-07-21T00:00:00Z,e.coli,2420,Stony Brook,2020,07-21
Pussy Willow 2,2019-05-08T00:00:00Z,e.coli,2420,Pussy Willow Brook,2019,05-08
Stony 5,2019-05-30T00:00:00Z,e.coli,2420,Stony Brook,2019,05-30
Hunt Club 2,2019-06-20T00:00:00Z,e.coli,2420,Sasco Brook,2019,06-20
Muddy 6,2019-09-16T00:00:00Z,e.coli,2420,Muddy Brook,2019,09-16
Pussy Willow 5,2019-06-17T00:00:00Z,e.coli,2420,Pussy Willow Brook,2019,06-17
Stony 2,2019-05-30T00:00:00Z,e.coli,2420,Stony Brook,2019,05-30
Stony 5,2019-06-11T00:00:00Z,e.coli,2420,Stony Brook,2019,06-11
Stony 4,2019-06-11T00:00:00Z,e.coli,2420,Stony Brook,2019,06-11
Indian 1,2019-06-11T00:00:00Z,e.coli,2420,Indian River,2019,06-11
Indian 3,2019-06-11T00:00:00Z,e.coli,2420,Indian River,2019,06-11
Indian 2,2019-06-11T00:00:00Z,e.coli,2420,Indian River,2019,06-11
Muddy 5,2019-09-26T00:00:00Z,e.coli,2420,Muddy Brook,2019,09-26
Pussy Willow 2.5,2019-06-17T00:00:00Z,e.coli,2420,Pussy Willow Brook,2019,06-17
Pussy Willow 3,2019-06-17T00:00:00Z,e.coli,2420,Pussy Willow Brook,2019,06-17
Muddy 2,2019-09-26T00:00:00Z,e.coli,2420,Muddy Brook,2019,09-26
Pussy Willow 2,2019-07-10T00:00:00Z,e.coli,2420,Pussy Willow Brook,2019,07-10
Muddy 6,2019-09-26T00:00:00Z,e.coli,2420,Muddy Brook,2019,09-26
Muddy 3,2019-08-20T00:00:00Z,e.coli,2420,Muddy Brook,2019,08-20
Muddy 6,2019-08-20T00:00:00Z,e.coli,2420,Muddy Brook,2019,08-20
Muddy 4,2019-08-20T00:00:00Z,e.coli,2420,Muddy Brook,2019,08-20
Muddy 1,2019-08-20T00:00:00Z,e.coli,2420,Muddy Brook,2019,08-20
Sasco 7,2019-08-20T00:00:00Z,e.coli,2420,Sasco Brook,2019,08-20
Saugatuck 0.5,2019-07-18T00:00:00Z,entero,1396,Saugatuck River,2019,07-18
Muddy 2,2019-08-20T00:00:00Z,e.coli,2420,Muddy Brook,2019,08-20
Sasco 6,2019-08-20T00:00:00Z,e.coli,2420,Sasco Brook,2019,08-20
Sasco 9,2019-08-20T00:00:00Z,e.coli,2420,Sasco Brook,2019,08-20
Saugatuck 1,2019-07-18T00:00:00Z,e.coli,2420,Saugatuck River,2019,07-18
West Saug 1,2019-07-18T00:00:00Z,e.coli,2420,Saugatuck River,2019,07-18
Saugatuck 0.25,2019-05-30T00:00:00Z,entero,1483,Saugatuck River,2019,05-30
Hunt Club 2,1995-07-28T00:00:00Z,e.coli,2442,Sasco Brook,1995,07-28
Sasco 4,1995-08-31T00:00:00Z,e.coli,2442,Sasco Brook,1995,08-31
Pussy Willow 2,1997-08-05T00:00:00Z,e.coli,2450,Pussy Willow Brook,1997,08-05
Muddy 6,2022-08-15T00:00:00Z,e.coli,2453,Muddy Brook,2022,08-15
Stony 2,2022-09-06T00:00:00Z,e.coli,2489,Stony Brook,2022,09-06
Muddy 3,2017-08-24T00:00:00Z,e.coli,2500,Muddy Brook,2017,08-24
Sasco 2,2018-09-27T00:00:00Z,e.coli,2500,Sasco Brook,2018,09-27
Pussy Willow 3,2006-07-12T00:00:00Z,e.coli,2500,Pussy Willow Brook,2006,07-12
Sasco 6,2003-09-16T00:00:00Z,e.coli,2500,Sasco Brook,2003,09-16
Hunt Club 5,2010-06-23T00:00:00Z,e.coli,2500,Sasco Brook,2010,06-23
Indian 3,2007-06-28T00:00:00Z,e.coli,2500,Indian River,2007,06-28
Sasco 1,2001-06-18T00:00:00Z,e.coli,2500,Sasco Brook,2001,06-18
Stony 1.5/drain,2019-07-24T00:00:00Z,e.coli,2014,Stony Brook,2019,07-24
Sasco 3,2001-08-16T00:00:00Z,e.coli,2500,Sasco Brook,2001,08-16
Sasco 1,2001-06-22T00:00:00Z,e.coli,2500,Sasco Brook,2001,06-22
Pussy Willow 2,2009-06-04T00:00:00Z,e.coli,2500,Pussy Willow Brook,2009,06-04
New 4,1997-06-24T00:00:00Z,e.coli,2505,Greens Farms Brook,1997,06-24
Hunt Club 2,1995-07-19T00:00:00Z,e.coli,2521,Sasco Brook,1995,07-19
Muddy 3,1999-06-29T00:00:00Z,e.coli,2521,Muddy Brook,1999,06-29
New 2,1999-08-10T00:00:00Z,e.coli,2521,Greens Farms Brook,1999,08-10
Sasco 4,2000-08-01T00:00:00Z,e.coli,2521,Sasco Brook,2000,08-01
Sasco 4,1999-05-20T00:00:00Z,e.coli,2536,Sasco Brook,1999,05-20
Sasco 4,1995-07-06T00:00:00Z,e.coli,2583,Sasco Brook,1995,07-06
Stony 1,2023-05-01T00:00:00Z,e.coli,1226,Stony Brook,2023,05-01
Stony 1,2023-05-01T00:00:00Z,entero,1597,Stony Brook,2023,05-01
Sasco 4,1997-08-08T00:00:00Z,e.coli,2599,Sasco Brook,1997,08-08
Deadman 3,2023-09-05T00:00:00Z,e.coli,2599,Deadman Brook,2023,09-05
Deadman 9,2021-08-23T00:00:00Z,e.coli,2599,Deadman Brook,2021,08-23
Deadman 3.5,2020-07-09T00:00:00Z,e.coli,2599,Deadman Brook,2020,07-09
Poplar 4,2016-09-27T00:00:00Z,e.coli,2600,Saugatuck River,2016,09-27
New 1.5,2023-08-17T00:00:00Z,entero,1607,Greens Farms Brook,2023,08-17
Sasco 4,2001-09-12T00:00:00Z,e.coli,2600,Sasco Brook,2001,09-12
New 1.5,2016-06-06T00:00:00Z,e.coli,2600,Greens Farms Brook,2016,06-06
Muddy 5,2018-07-25T00:00:00Z,e.coli,2600,Muddy Brook,2018,07-25
Hunt Club 2,1995-08-16T00:00:00Z,e.coli,2631,Sasco Brook,1995,08-16
New 1,1997-06-26T00:00:00Z,e.coli,2678,Greens Farms Brook,1997,06-26
Hunt Club 2,2001-05-25T00:00:00Z,e.coli,2700,Sasco Brook,2001,05-25
Stony 1,2022-06-08T00:00:00Z,e.coli,517,Stony Brook,2022,06-08
Stony 1,2022-06-08T00:00:00Z,entero,1658,Stony Brook,2022,06-08
Sasco 1,2018-09-27T00:00:00Z,e.coli,2700,Sasco Brook,2018,09-27
Lamplight 1,2012-07-18T00:00:00Z,e.coli,2700,Pussy Willow Brook,2012,07-18
Sasco 3,2001-08-13T00:00:00Z,e.coli,2700,Sasco Brook,2001,08-13
New 1,2023-08-17T00:00:00Z,entero,1664,Greens Farms Brook,2023,08-17
Hunt Club 2,1998-08-04T00:00:00Z,e.coli,2701,Sasco Brook,1998,08-04
Sasco 3,1999-05-20T00:00:00Z,e.coli,2725,Sasco Brook,1999,05-20
New 4,1998-07-17T00:00:00Z,e.coli,2756,Greens Farms Brook,1998,07-17
Sasco 3,2000-06-07T00:00:00Z,e.coli,2772,Sasco Brook,2000,06-07
Sasco 8,1996-07-08T00:00:00Z,e.coli,2780,Sasco Brook,1996,07-08
Hunt Club 2,2002-06-03T00:00:00Z,e.coli,2800,Sasco Brook,2002,06-03
Hunt Club 1,2014-08-14T00:00:00Z,e.coli,2800,Sasco Brook,2014,08-14
Muddy 1,2006-07-12T00:00:00Z,e.coli,2800,Muddy Brook,2006,07-12
Sasco 3,2001-07-12T00:00:00Z,e.coli,2800,Sasco Brook,2001,07-12
Pussy Willow 1,2006-07-12T00:00:00Z,e.coli,2800,Pussy Willow Brook,2006,07-12
Lamplight 1,2012-05-30T00:00:00Z,e.coli,2800,Pussy Willow Brook,2012,05-30
Deadman 9,2013-06-03T00:00:00Z,e.coli,2800,Deadman Brook,2013,06-03
Sasco 3,2001-06-22T00:00:00Z,e.coli,2800,Sasco Brook,2001,06-22
Muddy 3,2022-08-29T00:00:00Z,e.coli,2827,Muddy Brook,2022,08-29
Hunt Club 2,2000-07-19T00:00:00Z,e.coli,2834,Sasco Brook,2000,07-19
New 4,1997-06-25T00:00:00Z,e.coli,2834,Greens Farms Brook,1997,06-25
Pussy Willow 1,1998-07-31T00:00:00Z,e.coli,2834,Pussy Willow Brook,1998,07-31
Sasco 3,2001-05-17T00:00:00Z,e.coli,2860,Sasco Brook,2001,05-17
Muddy 6,2006-06-14T00:00:00Z,e.coli,2880,Muddy Brook,2006,06-14
Stony 1,2020-06-23T00:00:00Z,entero,1935,Stony Brook,2020,06-23
New 2,2012-05-22T00:00:00Z,e.coli,2900,Greens Farms Brook,2012,05-22
Pussy Willow 1,2013-06-14T00:00:00Z,e.coli,2900,Pussy Willow Brook,2013,06-14
Pussy Willow 5,2013-06-14T00:00:00Z,e.coli,2900,Pussy Willow Brook,2013,06-14
Indian 3,2006-07-06T00:00:00Z,e.coli,2900,Indian River,2006,07-06
Indian 3,2006-07-20T00:00:00Z,e.coli,2900,Indian River,2006,07-20
Poplar 2,2007-08-09T00:00:00Z,e.coli,2900,Saugatuck River,2007,08-09
Pussy Willow 1,2010-07-27T00:00:00Z,e.coli,2900,Pussy Willow Brook,2010,07-27
SG1,2005-09-15T00:00:00Z,e.coli,2900,Saugatuck River,2005,09-15
Deadman 3,2018-07-25T00:00:00Z,e.coli,2900,Deadman Brook,2018,07-25
Stony 1,2023-05-22T00:00:00Z,e.coli,1373,Stony Brook,2023,05-22
Stony 1,2023-05-22T00:00:00Z,entero,2014,Stony Brook,2023,05-22
Saugatuck 1,2007-09-13T00:00:00Z,e.coli,2900,Saugatuck River,2007,09-13
Lamplight 1,2008-06-09T00:00:00Z,e.coli,2900,Pussy Willow Brook,2008,06-09
Sasco 8,1996-06-18T00:00:00Z,e.coli,2913,Sasco Brook,1996,06-18
New 4,1999-06-30T00:00:00Z,e.coli,2944,Greens Farms Brook,1999,06-30
Sasco 3,1995-07-06T00:00:00Z,e.coli,2991,Sasco Brook,1995,07-06
Sasco 4,2022-08-01T00:00:00Z,e.coli,1034,Sasco Brook,2022,08-01
Sasco 4,2022-08-01T00:00:00Z,entero,2064,Sasco Brook,2022,08-01
Sasco 5,2011-05-19T00:00:00Z,e.coli,3000,Sasco Brook,2011,05-19
Deadman 10,2012-09-21T00:00:00Z,e.coli,3000,Deadman Brook,2012,09-21
Hunt Club 2,2004-09-21T00:00:00Z,e.coli,3000,Sasco Brook,2004,09-21
Sasco 4,2001-06-18T00:00:00Z,e.coli,3000,Sasco Brook,2001,06-18
Hunt Club 4,2016-08-10T00:00:00Z,e.coli,3000,Sasco Brook,2016,08-10
Sasco 4,2001-06-28T00:00:00Z,e.coli,3000,Sasco Brook,2001,06-28
Saugatuck 0.75,2019-07-18T00:00:00Z,entero,2143,Saugatuck River,2019,07-18
Sasco 4,2000-07-03T00:00:00Z,e.coli,3054,Sasco Brook,2000,07-03
Sasco 3,1995-07-19T00:00:00Z,e.coli,3070,Sasco Brook,1995,07-19
Sasco 2,2022-08-01T00:00:00Z,entero,2282,Sasco Brook,2022,08-01
Saugatuck 0.75,2019-05-30T00:00:00Z,entero,2382,Saugatuck River,2019,05-30
New 2,2006-05-16T00:00:00Z,e.coli,3100,Greens Farms Brook,2006,05-16
Deadman 1,2021-06-15T00:00:00Z,entero,2382,Deadman Brook,2021,06-15
Hunt Club 4,2016-08-22T00:00:00Z,e.coli,3100,Sasco Brook,2016,08-22
Saugatuck 0.5,2022-06-08T00:00:00Z,entero,2481,Saugatuck River,2022,06-08
Sasco 4,2014-07-28T00:00:00Z,e.coli,3100,Sasco Brook,2014,07-28
Pussy Willow 4,2019-09-25T00:00:00Z,e.coli,3106,Pussy Willow Brook,2019,09-25
Indian 3,2022-08-15T00:00:00Z,e.coli,3106,Indian River,2022,08-15
Stony 4,2020-09-02T00:00:00Z,e.coli,3106,Stony Brook,2020,09-02
Deadman 7.3,2020-07-23T00:00:00Z,e.coli,3106,Deadman Brook,2020,07-23
Muddy 6,2022-06-30T00:00:00Z,e.coli,3106,Muddy Brook,2022,06-30
Indian 2,2023-06-13T00:00:00Z,e.coli,3106,Indian River,2023,06-13
Stony 3,2023-06-13T00:00:00Z,e.coli,3106,Stony Brook,2023,06-13
Sasco 4,1995-09-23T00:00:00Z,e.coli,3148,Sasco Brook,1995,09-23
Hunt Club 5,2013-06-20T00:00:00Z,e.coli,3200,Sasco Brook,2013,06-20
Sasco 3,2001-09-06T00:00:00Z,e.coli,3200,Sasco Brook,2001,09-06
Sasco 3,2001-09-06T00:00:00Z,entero,290,Sasco Brook,2001,09-06
Sasco 4,2001-07-26T00:00:00Z,e.coli,3200,Sasco Brook,2001,07-26
Hunt Club 2,1995-08-03T00:00:00Z,e.coli,3227,Sasco Brook,1995,08-03
Sasco 1,2000-08-01T00:00:00Z,e.coli,3227,Sasco Brook,2000,08-01
Sasco 1,2000-08-01T00:00:00Z,entero,3900,Sasco Brook,2000,08-01
Hunt Club 2,2014-08-15T00:00:00Z,e.coli,3300,Sasco Brook,2014,08-15
Sasco 4,2023-07-05T00:00:00Z,e.coli,1842,Sasco Brook,2023,07-05
Sasco 4,2023-07-05T00:00:00Z,entero,2602,Sasco Brook,2023,07-05
Hunt Club 2,2013-08-07T00:00:00Z,e.coli,3300,Sasco Brook,2013,08-07
Pussy Willow 2,2010-07-27T00:00:00Z,e.coli,3300,Pussy Willow Brook,2010,07-27
Muddy 4,2018-07-25T00:00:00Z,e.coli,3300,Muddy Brook,2018,07-25
Sasco 4,1999-08-16T00:00:00Z,e.coli,3305,Sasco Brook,1999,08-16
Sasco 4,2000-06-07T00:00:00Z,e.coli,3383,Sasco Brook,2000,06-07
Sasco 7,2000-08-09T00:00:00Z,e.coli,3383,Sasco Brook,2000,08-09
Saugatuck 0.75,2022-09-06T00:00:00Z,entero,2612,Saugatuck River,2022,09-06
Hunt Club 2,2015-08-13T00:00:00Z,e.coli,3400,Sasco Brook,2015,08-13
Indian 1,2003-08-11T00:00:00Z,e.coli,3400,Indian River,2003,08-11
Sasco 9,1999-06-21T00:00:00Z,e.coli,3415,Sasco Brook,1999,06-21
New 2,1997-07-08T00:00:00Z,e.coli,3462,Greens Farms Brook,1997,07-08
Sasco 4,2021-05-04T00:00:00Z,e.coli,2240,Sasco Brook,2021,05-04
Sasco 4,2021-05-04T00:00:00Z,entero,2755,Sasco Brook,2021,05-04
Deadman 7,2023-05-02T00:00:00Z,e.coli,3466,Deadman Brook,2023,05-02
Deadman 4,2023-09-27T00:00:00Z,e.coli,3466,Deadman Brook,2023,09-27
Deadman 7,2021-06-15T00:00:00Z,e.coli,3466,Deadman Brook,2021,06-15
Deadman 1,2022-06-13T00:00:00Z,entero,2909,Deadman Brook,2022,06-13
Poplar 1.5,2009-06-09T00:00:00Z,e.coli,3500,Saugatuck River,2009,06-09
New 2,2012-09-19T00:00:00Z,e.coli,3500,Greens Farms Brook,2012,09-19
Sasco 4,1996-06-10T00:00:00Z,e.coli,3517,Sasco Brook,1996,06-10
Deadman 1,2023-07-05T00:00:00Z,entero,2987,Deadman Brook,2023,07-05
Sasco 4,2023-06-13T00:00:00Z,e.coli,1733,Sasco Brook,2023,06-13
Sasco 4,2023-06-13T00:00:00Z,entero,3076,Sasco Brook,2023,06-13
Muddy 1,2015-06-01T00:00:00Z,e.coli,3540,Muddy Brook,2015,06-01
Sasco 3,2023-06-13T00:00:00Z,e.coli,1986,Sasco Brook,2023,06-13
Sasco 3,2023-06-13T00:00:00Z,entero,3076,Sasco Brook,2023,06-13
New 4,2006-05-16T00:00:00Z,e.coli,3600,Greens Farms Brook,2006,05-16
Hunt Club 2,2003-09-10T00:00:00Z,e.coli,3600,Sasco Brook,2003,09-10
Muddy 4,2015-06-01T00:00:00Z,e.coli,3600,Muddy Brook,2015,06-01
Sasco 3,2001-07-26T00:00:00Z,e.coli,3600,Sasco Brook,2001,07-26
Saugatuck 0.5,2019-05-30T00:00:00Z,entero,3255,Saugatuck River,2019,05-30
Sasco 2,2021-05-04T00:00:00Z,entero,3255,Sasco Brook,2021,05-04
Deadman 1,2018-07-25T00:00:00Z,e.coli,3600,Deadman Brook,2018,07-25
Lamplight 1,2009-09-11T00:00:00Z,e.coli,3600,Pussy Willow Brook,2009,09-11
New 4,1997-07-11T00:00:00Z,e.coli,3619,Greens Farms Brook,1997,07-11
Poplar 3,2016-09-27T00:00:00Z,e.coli,3620,Saugatuck River,2016,09-27
Sasco 3,2002-08-13T00:00:00Z,e.coli,3640,Sasco Brook,2002,08-13
Sasco 4,2021-09-01T00:00:00Z,e.coli,1373,Sasco Brook,2021,09-01
Sasco 4,2021-09-01T00:00:00Z,entero,3255,Sasco Brook,2021,09-01
Indian 1,2022-05-17T00:00:00Z,e.coli,3683,Indian River,2022,05-17
Hunt Club 2,2000-06-29T00:00:00Z,e.coli,3697,Sasco Brook,2000,06-29
Pussy Willow 4,1998-07-14T00:00:00Z,e.coli,3697,Pussy Willow Brook,1998,07-14
Sasco 3,2001-06-18T00:00:00Z,e.coli,3700,Sasco Brook,2001,06-18
Muddy 3,2018-07-25T00:00:00Z,e.coli,3700,Muddy Brook,2018,07-25
Sasco 3,1999-08-16T00:00:00Z,e.coli,3776,Sasco Brook,1999,08-16
Deadman 3,2013-08-13T00:00:00Z,e.coli,3800,Deadman Brook,2013,08-13
Hunt Club 2,2011-08-18T00:00:00Z,e.coli,3800,Sasco Brook,2011,08-18
Stony 1.5,2020-07-21T00:00:00Z,entero,581,Stony Brook,2020,07-21
Stony 1.5,2020-07-21T00:00:00Z,e.coli,977,Stony Brook,2020,07-21
New 3,2012-05-29T00:00:00Z,e.coli,3800,Greens Farms Brook,2012,05-29
Sasco 4,1999-09-30T00:00:00Z,e.coli,3807,Sasco Brook,1999,09-30
New 2,1999-06-30T00:00:00Z,e.coli,3823,Greens Farms Brook,1999,06-30
Muddy 2,1998-07-29T00:00:00Z,e.coli,3854,Muddy Brook,1998,07-29
Deadman 1,2023-08-14T00:00:00Z,entero,3448,Deadman Brook,2023,08-14
Sasco 9,2001-06-24T00:00:00Z,e.coli,3900,Sasco Brook,2001,06-24
Sasco 3,2021-05-04T00:00:00Z,entero,3654,Sasco Brook,2021,05-04
Muddy 6,2006-06-28T00:00:00Z,e.coli,3900,Muddy Brook,2006,06-28
Deadman 0.5,2021-07-01T00:00:00Z,e.coli,1373,Deadman Brook,2021,07-01
Deadman 0.5,2021-07-01T00:00:00Z,entero,41,Deadman Brook,2021,07-01
Poplar 3,2016-07-26T00:00:00Z,e.coli,3900,Saugatuck River,2016,07-26
Sasco 9,2011-06-24T00:00:00Z,e.coli,3900,Sasco Brook,2011,06-24
Indian 1,2022-08-10T00:00:00Z,e.coli,3922,Indian River,2022,08-10
Sasco 9,1995-09-23T00:00:00Z,e.coli,3932,Sasco Brook,1995,09-23
Sasco 3,1995-07-13T00:00:00Z,e.coli,3932,Sasco Brook,1995,07-13
Sasco 3,1995-08-10T00:00:00Z,e.coli,3932,Sasco Brook,1995,08-10
Stony 1.5,2020-08-12T00:00:00Z,entero,771,Stony Brook,2020,08-12
Stony 1.5,2020-08-12T00:00:00Z,e.coli,381,Stony Brook,2020,08-12
Indian 3,2023-06-13T00:00:00Z,e.coli,3973,Indian River,2023,06-13
Deadman 3.5,2020-09-02T00:00:00Z,e.coli,3973,Deadman Brook,2020,09-02
Hunt Club 3,2001-06-24T00:00:00Z,e.coli,4000,Sasco Brook,2001,06-24
Sasco 4,2002-09-03T00:00:00Z,e.coli,4000,Sasco Brook,2002,09-03
Sasco 1,2021-05-04T00:00:00Z,entero,4106,Sasco Brook,2021,05-04
Sasco 1,2002-09-03T00:00:00Z,e.coli,4000,Sasco Brook,2002,09-03
Hunt Club 2,2005-07-27T00:00:00Z,e.coli,4000,Sasco Brook,2005,07-27
Stony 1,2020-06-11T00:00:00Z,entero,4106,Stony Brook,2020,06-11
Saugatuck 0.25,2022-09-06T00:00:00Z,entero,4106,Saugatuck River,2022,09-06
Hunt Club 3,2011-06-24T00:00:00Z,e.coli,4000,Sasco Brook,2011,06-24
Hunt Club 2,1997-06-17T00:00:00Z,e.coli,4089,Sasco Brook,1997,06-17
Sasco 3,1999-07-26T00:00:00Z,e.coli,4089,Sasco Brook,1999,07-26
Sasco 5,2011-06-10T00:00:00Z,e.coli,4100,Sasco Brook,2011,06-10
Sasco 3,2001-08-07T00:00:00Z,e.coli,4100,Sasco Brook,2001,08-07
Saugatuck 0.5,2022-09-06T00:00:00Z,entero,4106,Saugatuck River,2022,09-06
Indian 1.5,2022-07-19T00:00:00Z,e.coli,4106,Indian River,2022,07-19
Sasco 3,2023-07-05T00:00:00Z,e.coli,1540,Sasco Brook,2023,07-05
Sasco 3,2023-07-05T00:00:00Z,entero,4352,Sasco Brook,2023,07-05
Deadman 1,2022-06-02T00:00:00Z,entero,4611,Deadman Brook,2022,06-02
Sasco 8,2010-08-24T00:00:00Z,e.coli,4200,Sasco Brook,2010,08-24
Sasco 9,1996-07-13T00:00:00Z,e.coli,4230,Sasco Brook,1996,07-13
Muddy 4,1998-08-12T00:00:00Z,e.coli,4246,Muddy Brook,1998,08-12
Muddy 1,1999-07-20T00:00:00Z,e.coli,4246,Muddy Brook,1999,07-20
Sasco 6,2001-06-24T00:00:00Z,e.coli,4300,Sasco Brook,2001,06-24
Sasco 4,2001-07-12T00:00:00Z,e.coli,4300,Sasco Brook,2001,07-12
Saugatuck 0.25,2019-07-18T00:00:00Z,entero,5172,Saugatuck River,2019,07-18
New 2,1997-08-22T00:00:00Z,e.coli,4325,Greens Farms Brook,1997,08-22
Hunt Club 2,2010-06-23T00:00:00Z,e.coli,4400,Sasco Brook,2010,06-23
Hunt Club 1,2014-06-18T00:00:00Z,e.coli,4400,Sasco Brook,2014,06-18
Sasco 6,2003-08-02T00:00:00Z,e.coli,4400,Sasco Brook,2003,08-02
Hunt Club 2,2012-06-22T00:00:00Z,e.coli,4400,Sasco Brook,2012,06-22
Hunt Club 2,2000-08-01T00:00:00Z,e.coli,4403,Sasco Brook,2000,08-01
Stony 1.5 Downstream,2022-07-28T00:00:00Z,e.coli,54,Stony Brook,2022,07-28
Stony 1.5 Downstream,2022-07-28T00:00:00Z,entero,250,Stony Brook,2022,07-28
Stony 1,2022-07-12T00:00:00Z,e.coli,1076,Stony Brook,2022,07-12
Stony 1,2022-07-12T00:00:00Z,entero,295,Stony Brook,2022,07-12
Deadman 1,2021-07-01T00:00:00Z,e.coli,870,Deadman Brook,2021,07-01
Deadman 1,2021-07-01T00:00:00Z,entero,327,Deadman Brook,2021,07-01
Stony 1,2022-07-21T00:00:00Z,e.coli,602,Stony Brook,2022,07-21
Stony 1,2022-07-21T00:00:00Z,entero,384,Stony Brook,2022,07-21
Stony 1.5,2022-07-28T00:00:00Z,e.coli,66,Stony Brook,2022,07-28
Stony 1.5,2022-07-28T00:00:00Z,entero,399,Stony Brook,2022,07-28
Stony 1.5,2020-09-22T00:00:00Z,entero,663,Stony Brook,2020,09-22
Stony 1.5,2020-09-02T00:00:00Z,entero,3076,Stony Brook,2020,09-02
Stony 2,2022-07-21T00:00:00Z,e.coli,30,Stony Brook,2022,07-21
Stony 2,2022-07-12T00:00:00Z,e.coli,32,Stony Brook,2022,07-12
Stony 1.7,2022-07-21T00:00:00Z,e.coli,34,Stony Brook,2022,07-21
Stony 2,2021-08-25T00:00:00Z,e.coli,52,Stony Brook,2021,08-25
Stony 1.7,2022-07-12T00:00:00Z,e.coli,75,Stony Brook,2022,07-12
Stony 1.5,2022-07-21T00:00:00Z,e.coli,105,Stony Brook,2022,07-21
Stony 1.6,2022-07-21T00:00:00Z,e.coli,106,Stony Brook,2022,07-21
