site_name,date,indicator,conc,river_name,year,date_no_year
Muddy 5,2022-05-03T00:00:00Z,e.coli,44,Muddy Brook,2022,05-03
West Saug 1,2017-05-04T00:00:00Z,e.coli,45,Saugatuck River,2017,05-04
Sasco 9,2005-05-11T00:00:00Z,e.coli,45,Sasco Brook,2005,05-11
Stony 2,2023-08-02T00:00:00Z,e.coli,45,Stony Brook,2023,08-02
West Saug 1,1995-05-13T00:00:00Z,e.coli,45,Saugatuck River,1995,05-13
Sasco 9,1997-05-15T00:00:00Z,e.coli,45,Sasco Brook,1997,05-15
New 1,1998-08-06T00:00:00Z,e.coli,45,Greens Farms Brook,1998,08-06
Saugatuck 2,2020-08-13T00:00:00Z,e.coli,46,Saugatuck River,2020,08-13
Saugatuck 2,2008-05-08T00:00:00Z,e.coli,46,Saugatuck River,2008,05-08
Muddy 6,2018-05-07T00:00:00Z,e.coli,46,Muddy Brook,2018,05-07
Saugatuck 0.25,2022-06-14T00:00:00Z,entero,20,Saugatuck River,2022,06-14
Saugatuck 2,2019-08-15T00:00:00Z,e.coli,46,Saugatuck River,2019,08-15
Deadman 3,2020-05-06T00:00:00Z,e.coli,46,Deadman Brook,2020,05-06
Sasco 7,2022-05-09T00:00:00Z,e.coli,46,Sasco Brook,2022,05-09
Muddy 4,2017-05-16T00:00:00Z,e.coli,47,Muddy Brook,2017,05-16
Stony 2,2019-06-11T00:00:00Z,e.coli,47,Stony Brook,2019,06-11
Muddy 2,2022-08-29T00:00:00Z,e.coli,47,Muddy Brook,2022,08-29
Poplar 2,2016-05-18T00:00:00Z,e.coli,48,Saugatuck River,2016,05-18
Sasco 5,2016-05-19T00:00:00Z,e.coli,48,Sasco Brook,2016,05-19
Saugatuck 1,2008-09-25T00:00:00Z,e.coli,48,Saugatuck River,2008,09-25
Indian 3,2006-09-21T00:00:00Z,e.coli,48,Indian River,2006,09-21
Sasco 9,2016-05-19T00:00:00Z,e.coli,48,Sasco Brook,2016,05-19
Sasco 1,2010-06-08T00:00:00Z,e.coli,48,Sasco Brook,2010,06-08
SG1,2008-09-11T00:00:00Z,e.coli,48,Saugatuck River,2008,09-11
Poplar 2,2009-09-23T00:00:00Z,e.coli,48,Saugatuck River,2009,09-23
Saugatuck 0.5,2018-05-31T00:00:00Z,e.coli,48,Saugatuck River,2018,05-31
Saugatuck 0.5,2020-09-15T00:00:00Z,entero,20,Saugatuck River,2020,09-15
SG1,2008-06-26T00:00:00Z,e.coli,48,Saugatuck River,2008,06-26
Sasco 2,2016-08-29T00:00:00Z,e.coli,48,Sasco Brook,2016,08-29
Poplar 3,2009-07-28T00:00:00Z,e.coli,48,Saugatuck River,2009,07-28
Hunt Club 1,2023-05-03T00:00:00Z,e.coli,49,Sasco Brook,2023,05-03
Deadman 5,2020-08-12T00:00:00Z,e.coli,49,Deadman Brook,2020,08-12
Saugatuck 0.25,2018-05-09T00:00:00Z,e.coli,49,Saugatuck River,2018,05-09
Deadman 7,2020-09-24T00:00:00Z,e.coli,49,Deadman Brook,2020,09-24
Deadman 3.5,2020-05-21T00:00:00Z,e.coli,50,Deadman Brook,2020,05-21
Saugatuck 2,2020-08-27T00:00:00Z,e.coli,50,Saugatuck River,2020,08-27
Saugatuck 2,2017-05-04T00:00:00Z,e.coli,50,Saugatuck River,2017,05-04
Sasco 6,1995-08-31T00:00:00Z,e.coli,50,Sasco Brook,1995,08-31
Poplar 4,2017-07-26T00:00:00Z,e.coli,50,Saugatuck River,2017,07-26
Saugatuck 2,2017-06-29T00:00:00Z,e.coli,50,Saugatuck River,2017,06-29
Pussy Willow 3,2013-06-17T00:00:00Z,e.coli,50,Pussy Willow Brook,2013,06-17
Poplar 4,2009-06-22T00:00:00Z,e.coli,50,Saugatuck River,2009,06-22
Hunt Club 3,2015-08-13T00:00:00Z,e.coli,50,Sasco Brook,2015,08-13
Sasco 1,2022-09-21T00:00:00Z,entero,20,Sasco Brook,2022,09-21
SG1,2009-06-22T00:00:00Z,e.coli,50,Saugatuck River,2009,06-22
Sasco 8,2014-06-17T00:00:00Z,e.coli,50,Sasco Brook,2014,06-17
Sasco 6,2011-08-18T00:00:00Z,e.coli,50,Sasco Brook,2011,08-18
Saugatuck 2,2005-07-07T00:00:00Z,e.coli,50,Saugatuck River,2005,07-07
Poplar 2,2016-08-29T00:00:00Z,e.coli,50,Saugatuck River,2016,08-29
Poplar 4,2016-08-29T00:00:00Z,e.coli,50,Saugatuck River,2016,08-29
SG1,2007-07-18T00:00:00Z,e.coli,50,Saugatuck River,2007,07-18
New 1,2023-07-31T00:00:00Z,entero,20,Greens Farms Brook,2023,07-31
Sasco 1,2001-09-12T00:00:00Z,e.coli,50,Sasco Brook,2001,09-12
Sasco 1,2014-08-04T00:00:00Z,e.coli,50,Sasco Brook,2014,08-04
Sasco 8,2011-08-18T00:00:00Z,e.coli,50,Sasco Brook,2011,08-18
Sasco 8,2011-08-19T00:00:00Z,e.coli,50,Sasco Brook,2011,08-19
Stony 2,2023-07-18T00:00:00Z,e.coli,50,Stony Brook,2023,07-18
Saugatuck 0.5,2021-08-03T00:00:00Z,entero,20,Saugatuck River,2021,08-03
Deadman 4,2020-05-21T00:00:00Z,e.coli,50,Deadman Brook,2020,05-21
Deadman 4,2020-06-02T00:00:00Z,e.coli,50,Deadman Brook,2020,06-02
Saugatuck 1,2005-05-19T00:00:00Z,e.coli,51,Saugatuck River,2005,05-19
Pussy Willow 3,2019-05-08T00:00:00Z,e.coli,51,Pussy Willow Brook,2019,05-08
Saugatuck 1,2021-05-19T00:00:00Z,e.coli,51,Saugatuck River,2021,05-19
West Saug 1.5,2021-08-03T00:00:00Z,e.coli,51,Saugatuck River,2021,08-03
Sasco 6,1997-05-08T00:00:00Z,e.coli,52,Sasco Brook,1997,05-08
Sasco 6,1997-05-15T00:00:00Z,e.coli,52,Sasco Brook,1997,05-15
Sasco 6,1997-09-18T00:00:00Z,e.coli,52,Sasco Brook,1997,09-18
Sasco 6,1997-09-21T00:00:00Z,e.coli,52,Sasco Brook,1997,09-21
Deadman 3.5,2020-05-06T00:00:00Z,e.coli,52,Deadman Brook,2020,05-06
Muddy 5,2017-05-16T00:00:00Z,e.coli,52,Muddy Brook,2017,05-16
Saugatuck 1,2008-05-22T00:00:00Z,e.coli,52,Saugatuck River,2008,05-22
Deadman 2,2012-09-25T00:00:00Z,e.coli,52,Deadman Brook,2012,09-25
Poplar 1,2016-06-13T00:00:00Z,e.coli,52,Saugatuck River,2016,06-13
Deadman 7,2018-05-07T00:00:00Z,e.coli,52,Deadman Brook,2018,05-07
Saugatuck 2,2006-09-21T00:00:00Z,e.coli,52,Saugatuck River,2006,09-21
Poplar 2,2007-05-10T00:00:00Z,e.coli,52,Saugatuck River,2007,05-10
Saugatuck 2,2011-06-03T00:00:00Z,e.coli,52,Saugatuck River,2011,06-03
Poplar 4,2016-06-13T00:00:00Z,e.coli,52,Saugatuck River,2016,06-13
Deadman 9,2018-09-24T00:00:00Z,e.coli,52,Deadman Brook,2018,09-24
Indian 3,2006-09-07T00:00:00Z,e.coli,52,Indian River,2006,09-07
Poplar 2,2007-08-16T00:00:00Z,e.coli,52,Saugatuck River,2007,08-16
West Saug 1,2007-09-27T00:00:00Z,e.coli,52,Saugatuck River,2007,09-27
Saugatuck 2,2008-06-26T00:00:00Z,e.coli,52,Saugatuck River,2008,06-26
Poplar 2,2009-07-08T00:00:00Z,e.coli,52,Saugatuck River,2009,07-08
Sasco 6,2013-08-07T00:00:00Z,e.coli,52,Sasco Brook,2013,08-07
Saugatuck 2,2006-08-24T00:00:00Z,e.coli,52,Saugatuck River,2006,08-24
Saugatuck 2,2006-08-10T00:00:00Z,e.coli,52,Saugatuck River,2006,08-10
Saugatuck 2,2008-08-14T00:00:00Z,e.coli,52,Saugatuck River,2008,08-14
Sasco 8,2016-08-08T00:00:00Z,e.coli,52,Sasco Brook,2016,08-08
Saugatuck 2,2007-07-26T00:00:00Z,e.coli,52,Saugatuck River,2007,07-26
Poplar 4,2011-07-07T00:00:00Z,e.coli,52,Saugatuck River,2011,07-07
Saugatuck 1,2008-07-10T00:00:00Z,e.coli,52,Saugatuck River,2008,07-10
Deadman 9,2018-07-25T00:00:00Z,e.coli,52,Deadman Brook,2018,07-25
Muddy 4,2022-05-03T00:00:00Z,e.coli,52,Muddy Brook,2022,05-03
Stony 2,2022-07-07T00:00:00Z,e.coli,52,Stony Brook,2022,07-07
Hunt Club 1,2023-05-31T00:00:00Z,e.coli,53,Sasco Brook,2023,05-31
Muddy 4,2019-05-21T00:00:00Z,e.coli,53,Muddy Brook,2019,05-21
Sasco 1,2001-08-08T00:00:00Z,e.coli,53,Sasco Brook,2001,08-08
Indian 1,2022-08-15T00:00:00Z,e.coli,54,Indian River,2022,08-15
New 0.5,2023-08-29T00:00:00Z,entero,20,Greens Farms Brook,2023,08-29
Saugatuck 1,2006-05-04T00:00:00Z,e.coli,54,Saugatuck River,2006,05-04
Saugatuck 1,2008-05-08T00:00:00Z,e.coli,54,Saugatuck River,2008,05-08
West Saug 1,2006-05-04T00:00:00Z,e.coli,54,Saugatuck River,2006,05-04
Deadman 8,2018-06-18T00:00:00Z,e.coli,54,Deadman Brook,2018,06-18
Sasco 6,2018-09-05T00:00:00Z,e.coli,54,Sasco Brook,2018,09-05
Saugatuck 2,2005-07-21T00:00:00Z,e.coli,54,Saugatuck River,2005,07-21
Saugatuck 2,2021-05-11T00:00:00Z,e.coli,55,Saugatuck River,2021,05-11
Sasco 9,1998-05-16T00:00:00Z,e.coli,55,Sasco Brook,1998,05-16
Sasco 1,2023-09-12T00:00:00Z,entero,20,Sasco Brook,2023,09-12
Stony 4,2020-09-22T00:00:00Z,e.coli,56,Stony Brook,2020,09-22
Poplar 1,2017-05-10T00:00:00Z,e.coli,56,Saugatuck River,2017,05-10
Sasco 9,2018-05-14T00:00:00Z,e.coli,56,Sasco Brook,2018,05-14
New 2,2006-05-25T00:00:00Z,e.coli,56,Greens Farms Brook,2006,05-25
Indian 3,2005-05-19T00:00:00Z,e.coli,56,Indian River,2005,05-19
Sasco 1,2003-05-29T00:00:00Z,e.coli,56,Sasco Brook,2003,05-29
Hunt Club 4,2010-06-09T00:00:00Z,e.coli,56,Sasco Brook,2010,06-09
Sasco 4,2016-05-19T00:00:00Z,e.coli,56,Sasco Brook,2016,05-19
Saugatuck 1,2017-09-11T00:00:00Z,e.coli,56,Saugatuck River,2017,09-11
Poplar 1.5,2010-06-09T00:00:00Z,e.coli,56,Saugatuck River,2010,06-09
Sasco 2,2016-05-19T00:00:00Z,e.coli,56,Sasco Brook,2016,05-19
SG1,2006-09-21T00:00:00Z,e.coli,56,Saugatuck River,2006,09-21
SG1,2011-09-21T00:00:00Z,e.coli,56,Saugatuck River,2011,09-21
Poplar 4,2017-06-15T00:00:00Z,e.coli,56,Saugatuck River,2017,06-15
Sasco 1,2022-08-22T00:00:00Z,entero,20,Sasco Brook,2022,08-22
Saugatuck 1,2008-07-18T00:00:00Z,e.coli,56,Saugatuck River,2008,07-18
Indian 1,2006-09-07T00:00:00Z,e.coli,56,Indian River,2006,09-07
New 0.5,2012-07-17T00:00:00Z,e.coli,56,Greens Farms Brook,2012,07-17
Sasco 2,2014-08-25T00:00:00Z,e.coli,56,Sasco Brook,2014,08-25
SG1,2008-08-15T00:00:00Z,e.coli,56,Saugatuck River,2008,08-15
Poplar 4,2017-06-29T00:00:00Z,e.coli,56,Saugatuck River,2017,06-29
Muddy 6,2017-05-04T00:00:00Z,e.coli,57,Muddy Brook,2017,05-04
Poplar 2,2008-05-10T00:00:00Z,e.coli,57,Saugatuck River,2008,05-10
Saugatuck 1,2017-05-04T00:00:00Z,e.coli,58,Saugatuck River,2017,05-04
Sasco 6,1995-09-28T00:00:00Z,e.coli,58,Sasco Brook,1995,09-28
Sasco 3,1995-06-01T00:00:00Z,e.coli,58,Sasco Brook,1995,06-01
Sasco 9,1995-08-25T00:00:00Z,e.coli,58,Sasco Brook,1995,08-25
Sasco 9,1996-07-30T00:00:00Z,e.coli,58,Sasco Brook,1996,07-30
Sasco 9,1995-08-03T00:00:00Z,e.coli,58,Sasco Brook,1995,08-03
Indian 2,1995-05-04T00:00:00Z,e.coli,58,Indian River,1995,05-04
New 1,1997-07-31T00:00:00Z,e.coli,58,Greens Farms Brook,1997,07-31
Sasco 9,2000-08-08T00:00:00Z,e.coli,58,Sasco Brook,2000,08-08
Saugatuck 1,2021-08-03T00:00:00Z,e.coli,58,Saugatuck River,2021,08-03
Saugatuck 2,2021-07-29T00:00:00Z,e.coli,58,Saugatuck River,2021,07-29
Muddy 5,2022-08-29T00:00:00Z,e.coli,59,Muddy Brook,2022,08-29
Deadman 3.5,2021-05-26T00:00:00Z,e.coli,59,Deadman Brook,2021,05-26
Sasco 9,1997-06-05T00:00:00Z,e.coli,60,Sasco Brook,1997,06-05
Pussy Willow 2,2006-05-25T00:00:00Z,e.coli,60,Pussy Willow Brook,2006,05-25
Sasco 7,2016-09-26T00:00:00Z,e.coli,60,Sasco Brook,2016,09-26
West Saug 1,2017-09-11T00:00:00Z,e.coli,60,Saugatuck River,2017,09-11
SG1,2005-05-19T00:00:00Z,e.coli,60,Saugatuck River,2005,05-19
New 2,2006-09-13T00:00:00Z,e.coli,60,Greens Farms Brook,2006,09-13
Saugatuck 2,2017-05-22T00:00:00Z,e.coli,60,Saugatuck River,2017,05-22
Poplar 4,2010-05-22T00:00:00Z,e.coli,60,Saugatuck River,2010,05-22
Saugatuck 1,2006-09-21T00:00:00Z,e.coli,60,Saugatuck River,2006,09-21
West Saug 1,2018-06-06T00:00:00Z,e.coli,60,Saugatuck River,2018,06-06
Poplar 2,2011-06-15T00:00:00Z,e.coli,60,Saugatuck River,2011,06-15
Poplar 1,2016-08-29T00:00:00Z,e.coli,60,Saugatuck River,2016,08-29
Saugatuck 1,2019-08-27T00:00:00Z,e.coli,60,Saugatuck River,2019,08-27
Sasco 9,2011-05-27T00:00:00Z,e.coli,60,Sasco Brook,2011,05-27
Sasco 8,2014-06-23T00:00:00Z,e.coli,60,Sasco Brook,2014,06-23
Saugatuck 0.75,2018-09-25T00:00:00Z,e.coli,60,Saugatuck River,2018,09-25
Sasco 1,2014-06-11T00:00:00Z,e.coli,60,Sasco Brook,2014,06-11
Sasco 1,2001-06-04T00:00:00Z,e.coli,60,Sasco Brook,2001,06-04
Poplar 4,2009-06-29T00:00:00Z,e.coli,60,Saugatuck River,2009,06-29
SG1,2009-07-08T00:00:00Z,e.coli,60,Saugatuck River,2009,07-08
Saugatuck 1,2007-08-15T00:00:00Z,e.coli,60,Saugatuck River,2007,08-15
Poplar 3,2016-07-13T00:00:00Z,e.coli,60,Saugatuck River,2016,07-13
Sasco 7,2015-08-14T00:00:00Z,e.coli,60,Sasco Brook,2015,08-14
Sasco 8,2015-08-14T00:00:00Z,e.coli,60,Sasco Brook,2015,08-14
Sasco 7,2010-06-25T00:00:00Z,e.coli,60,Sasco Brook,2010,06-25
Sasco 8,2014-07-23T00:00:00Z,e.coli,60,Sasco Brook,2014,07-23
Sasco 7,2014-07-23T00:00:00Z,e.coli,60,Sasco Brook,2014,07-23
Sasco 8,2018-07-16T00:00:00Z,e.coli,60,Sasco Brook,2018,07-16
Saugatuck 2,2018-08-08T00:00:00Z,e.coli,60,Saugatuck River,2018,08-08
Sasco 1,2016-06-29T00:00:00Z,e.coli,60,Sasco Brook,2016,06-29
Sasco 9,2016-08-29T00:00:00Z,e.coli,60,Sasco Brook,2016,08-29
Indian 1,2007-07-12T00:00:00Z,e.coli,60,Indian River,2007,07-12
Sasco 1,2023-06-13T00:00:00Z,entero,22,Sasco Brook,2023,06-13
Saugatuck 1,2022-07-07T00:00:00Z,e.coli,60,Saugatuck River,2022,07-07
Sasco 6,2022-09-21T00:00:00Z,e.coli,61,Sasco Brook,2022,09-21
West Saug 1,2019-08-27T00:00:00Z,e.coli,61,Saugatuck River,2019,08-27
Stony 3,2022-08-15T00:00:00Z,e.coli,61,Stony Brook,2022,08-15
Stony 2,2022-06-14T00:00:00Z,e.coli,61,Stony Brook,2022,06-14
Poplar 2,2017-05-10T00:00:00Z,e.coli,62,Saugatuck River,2017,05-10
Sasco 8,2018-05-14T00:00:00Z,e.coli,62,Sasco Brook,2018,05-14
Deadman 9,2022-06-13T00:00:00Z,e.coli,62,Deadman Brook,2022,06-13
West Saug 1.5,2021-07-29T00:00:00Z,e.coli,62,Saugatuck River,2021,07-29
Deadman 9,2020-07-09T00:00:00Z,e.coli,62,Deadman Brook,2020,07-09
Sasco 6,2023-05-18T00:00:00Z,e.coli,62,Sasco Brook,2023,05-18
Muddy 3,2022-05-03T00:00:00Z,e.coli,62,Muddy Brook,2022,05-03
Deadman 4,2020-06-25T00:00:00Z,e.coli,63,Deadman Brook,2020,06-25
Sasco 6,2001-05-17T00:00:00Z,e.coli,63,Sasco Brook,2001,05-17
Stony 2,2022-05-23T00:00:00Z,e.coli,63,Stony Brook,2022,05-23
Deadman 4,2022-08-10T00:00:00Z,e.coli,63,Deadman Brook,2022,08-10
Stony 2,2023-06-26T00:00:00Z,e.coli,63,Stony Brook,2023,06-26
Stony 3,2022-05-12T00:00:00Z,e.coli,64,Stony Brook,2022,05-12
Muddy 6,2017-05-16T00:00:00Z,e.coli,64,Muddy Brook,2017,05-16
Hunt Club 1,2010-05-18T00:00:00Z,e.coli,64,Sasco Brook,2010,05-18
Sasco 7,2018-05-14T00:00:00Z,e.coli,64,Sasco Brook,2018,05-14
Muddy 2,2017-05-16T00:00:00Z,e.coli,64,Muddy Brook,2017,05-16
Sasco 6,2016-09-26T00:00:00Z,e.coli,64,Sasco Brook,2016,09-26
Hunt Club 4,2013-05-22T00:00:00Z,e.coli,64,Sasco Brook,2013,05-22
Saugatuck 2,2006-05-18T00:00:00Z,e.coli,64,Saugatuck River,2006,05-18
Saugatuck 1,2011-05-23T00:00:00Z,e.coli,64,Saugatuck River,2011,05-23
Sasco 6,2016-05-19T00:00:00Z,e.coli,64,Sasco Brook,2016,05-19
Sasco 6,2019-06-04T00:00:00Z,e.coli,64,Sasco Brook,2019,06-04
Poplar 3,2016-05-18T00:00:00Z,e.coli,64,Saugatuck River,2016,05-18
Poplar 4,2011-06-15T00:00:00Z,e.coli,64,Saugatuck River,2011,06-15
Saugatuck 2,2017-06-05T00:00:00Z,e.coli,64,Saugatuck River,2017,06-05
Stony 3,2013-09-25T00:00:00Z,e.coli,64,Stony Brook,2013,09-25
West Saug 1,2008-09-11T00:00:00Z,e.coli,64,Saugatuck River,2008,09-11
Poplar 1.5,2011-06-15T00:00:00Z,e.coli,64,Saugatuck River,2011,06-15
Saugatuck 2,2008-09-11T00:00:00Z,e.coli,64,Saugatuck River,2008,09-11
Stony 1,2022-05-12T00:00:00Z,e.coli,48,Stony Brook,2022,05-12
Stony 1,2022-05-12T00:00:00Z,entero,30,Stony Brook,2022,05-12
Saugatuck 2,2007-08-23T00:00:00Z,e.coli,64,Saugatuck River,2007,08-23
Stony 3,2013-09-18T00:00:00Z,e.coli,64,Stony Brook,2013,09-18
Poplar 2,2017-09-05T00:00:00Z,e.coli,64,Saugatuck River,2017,09-05
Poplar 2,2005-08-04T00:00:00Z,e.coli,64,Saugatuck River,2005,08-04
West Saug 1,2007-05-31T00:00:00Z,e.coli,64,Saugatuck River,2007,05-31
Saugatuck 2,2008-08-28T00:00:00Z,e.coli,64,Saugatuck River,2008,08-28
Saugatuck 1,2011-08-24T00:00:00Z,e.coli,64,Saugatuck River,2011,08-24
Deadman 4,2013-08-12T00:00:00Z,e.coli,64,Deadman Brook,2013,08-12
Sasco 7,2016-08-08T00:00:00Z,e.coli,64,Sasco Brook,2016,08-08
Saugatuck 1,2008-08-14T00:00:00Z,e.coli,64,Saugatuck River,2008,08-14
Sasco 6,2003-08-23T00:00:00Z,e.coli,64,Sasco Brook,2003,08-23
Poplar 2,2011-07-07T00:00:00Z,e.coli,64,Saugatuck River,2011,07-07
West Saug 1,2016-06-02T00:00:00Z,e.coli,64,Saugatuck River,2016,06-02
Saugatuck 0.75,2022-08-15T00:00:00Z,entero,30,Saugatuck River,2022,08-15
Sasco 1,2018-08-27T00:00:00Z,e.coli,64,Sasco Brook,2018,08-27
Sasco 6,2023-05-31T00:00:00Z,e.coli,65,Sasco Brook,2023,05-31
Muddy 1,2022-08-15T00:00:00Z,e.coli,66,Muddy Brook,2022,08-15
Sasco 6,2022-08-22T00:00:00Z,e.coli,66,Sasco Brook,2022,08-22
New 1,2023-08-29T00:00:00Z,entero,30,Greens Farms Brook,2023,08-29
Sasco 1,2021-06-29T00:00:00Z,entero,30,Sasco Brook,2021,06-29
Sasco 6,1995-05-06T00:00:00Z,e.coli,66,Sasco Brook,1995,05-06
Sasco 6,1997-09-11T00:00:00Z,e.coli,66,Sasco Brook,1997,09-11
Sasco 6,1995-09-07T00:00:00Z,e.coli,66,Sasco Brook,1995,09-07
Sasco 5,1999-07-13T00:00:00Z,e.coli,66,Sasco Brook,1999,07-13
West Saug 1,2008-05-22T00:00:00Z,e.coli,66,Saugatuck River,2008,05-22
Pussy Willow 2.5,2019-05-08T00:00:00Z,e.coli,66,Pussy Willow Brook,2019,05-08
Muddy 5,2019-05-21T00:00:00Z,e.coli,66,Muddy Brook,2019,05-21
Sasco 9,2019-09-16T00:00:00Z,e.coli,66,Sasco Brook,2019,09-16
Sasco 6,2018-07-30T00:00:00Z,e.coli,66,Sasco Brook,2018,07-30
Sasco 4,2016-06-29T00:00:00Z,e.coli,66,Sasco Brook,2016,06-29
Stony 5,2023-06-08T00:00:00Z,e.coli,66,Stony Brook,2023,06-08
Deadman 9,2020-05-21T00:00:00Z,e.coli,66,Deadman Brook,2020,05-21
Stony 5,2022-07-25T00:00:00Z,e.coli,66,Stony Brook,2022,07-25
Muddy 6,2022-05-17T00:00:00Z,e.coli,67,Muddy Brook,2022,05-17
Deadman 3.5,2022-05-11T00:00:00Z,e.coli,67,Deadman Brook,2022,05-11
Deadman 9,2020-05-06T00:00:00Z,e.coli,67,Deadman Brook,2020,05-06
Deadman 9,2023-08-09T00:00:00Z,e.coli,67,Deadman Brook,2023,08-09
New 0.5,2023-07-27T00:00:00Z,entero,30,Greens Farms Brook,2023,07-27
Deadman 5,2020-05-06T00:00:00Z,e.coli,68,Deadman Brook,2020,05-06
Muddy 3,2017-05-16T00:00:00Z,e.coli,68,Muddy Brook,2017,05-16
Sasco 6,2005-05-24T00:00:00Z,e.coli,68,Sasco Brook,2005,05-24
Deadman 8,2018-09-24T00:00:00Z,e.coli,68,Deadman Brook,2018,09-24
Poplar 1,2017-09-05T00:00:00Z,e.coli,68,Saugatuck River,2017,09-05
Poplar 2,2016-06-13T00:00:00Z,e.coli,68,Saugatuck River,2016,06-13
Saugatuck 1,2011-09-21T00:00:00Z,e.coli,68,Saugatuck River,2011,09-21
Saugatuck 1,2008-09-11T00:00:00Z,e.coli,68,Saugatuck River,2008,09-11
Deadman 3,2012-09-18T00:00:00Z,e.coli,68,Deadman Brook,2012,09-18
Saugatuck 2,2016-08-09T00:00:00Z,e.coli,68,Saugatuck River,2016,08-09
Saugatuck 2,2018-08-01T00:00:00Z,e.coli,68,Saugatuck River,2018,08-01
Sasco 7,2010-06-22T00:00:00Z,e.coli,68,Sasco Brook,2010,06-22
Sasco 3,2022-05-09T00:00:00Z,e.coli,46,Sasco Brook,2022,05-09
Sasco 3,2022-05-09T00:00:00Z,entero,31,Sasco Brook,2022,05-09
Saugatuck 2,2011-07-13T00:00:00Z,e.coli,68,Saugatuck River,2011,07-13
Poplar 2,2009-07-23T00:00:00Z,e.coli,68,Saugatuck River,2009,07-23
Sasco 7,2014-07-09T00:00:00Z,e.coli,68,Sasco Brook,2014,07-09
Sasco 8,2014-07-09T00:00:00Z,e.coli,68,Sasco Brook,2014,07-09
West Saug 1,2016-07-19T00:00:00Z,e.coli,68,Saugatuck River,2016,07-19
Sasco 2,2014-08-18T00:00:00Z,e.coli,68,Sasco Brook,2014,08-18
Sasco 1,2014-06-23T00:00:00Z,e.coli,68,Sasco Brook,2014,06-23
Saugatuck 0.75,2020-05-20T00:00:00Z,entero,31,Saugatuck River,2020,05-20
Indian 1,2005-08-04T00:00:00Z,e.coli,68,Indian River,2005,08-04
Deadman 7,2020-07-23T00:00:00Z,e.coli,68,Deadman Brook,2020,07-23
Hunt Club 2,2023-05-31T00:00:00Z,e.coli,68,Sasco Brook,2023,05-31
West Saug 1.5,2021-08-17T00:00:00Z,e.coli,68,Saugatuck River,2021,08-17
Saugatuck 1,2021-08-17T00:00:00Z,e.coli,70,Saugatuck River,2021,08-17
Sasco 9,1996-08-05T00:00:00Z,e.coli,70,Sasco Brook,1996,08-05
Poplar 1,2017-08-14T00:00:00Z,e.coli,70,Saugatuck River,2017,08-14
Hunt Club 3,2014-06-17T00:00:00Z,e.coli,70,Sasco Brook,2014,06-17
Sasco 6,2012-06-20T00:00:00Z,e.coli,70,Sasco Brook,2012,06-20
Sasco 7,2015-08-10T00:00:00Z,e.coli,70,Sasco Brook,2015,08-10
Indian 1,2006-08-24T00:00:00Z,e.coli,70,Indian River,2006,08-24
Saugatuck 1,2018-08-01T00:00:00Z,e.coli,70,Saugatuck River,2018,08-01
Sasco 1,2001-08-16T00:00:00Z,e.coli,70,Sasco Brook,2001,08-16
Muddy 6,2008-07-22T00:00:00Z,e.coli,70,Muddy Brook,2008,07-22
Saugatuck 2,2011-07-28T00:00:00Z,e.coli,70,Saugatuck River,2011,07-28
Sasco 6,1998-08-04T00:00:00Z,e.coli,71,Sasco Brook,1998,08-04
Stony 5,2023-08-17T00:00:00Z,e.coli,71,Stony Brook,2023,08-17
Stony 2,2020-05-28T00:00:00Z,e.coli,71,Stony Brook,2020,05-28
Deadman 8,2021-09-14T00:00:00Z,e.coli,71,Deadman Brook,2021,09-14
West Saug 1,2020-05-07T00:00:00Z,e.coli,71,Saugatuck River,2020,05-07
Saugatuck 0.25,2020-06-03T00:00:00Z,entero,31,Saugatuck River,2020,06-03
Stony 5,2022-07-07T00:00:00Z,e.coli,71,Stony Brook,2022,07-07
Saugatuck 1,2022-06-14T00:00:00Z,e.coli,72,Saugatuck River,2022,06-14
Deadman 8,2020-06-25T00:00:00Z,e.coli,72,Deadman Brook,2020,06-25
Stony 3,2023-06-08T00:00:00Z,e.coli,72,Stony Brook,2023,06-08
Muddy 5,2018-09-24T00:00:00Z,e.coli,72,Muddy Brook,2018,09-24
Sasco 1,2022-05-24T00:00:00Z,entero,31,Sasco Brook,2022,05-24
SG1,2006-09-07T00:00:00Z,e.coli,72,Saugatuck River,2006,09-07
Sasco 2,2016-09-26T00:00:00Z,e.coli,72,Sasco Brook,2016,09-26
SG1,2009-06-29T00:00:00Z,e.coli,72,Saugatuck River,2009,06-29
Poplar 3,2009-07-08T00:00:00Z,e.coli,72,Saugatuck River,2009,07-08
Sasco 6,2002-07-16T00:00:00Z,e.coli,72,Sasco Brook,2002,07-16
Sasco 1,2014-06-01T00:00:00Z,e.coli,72,Sasco Brook,2014,06-01
Sasco 9,2002-06-11T00:00:00Z,e.coli,72,Sasco Brook,2002,06-11
Saugatuck 0.5,2022-05-23T00:00:00Z,entero,31,Saugatuck River,2022,05-23
West Saug 1,2018-08-08T00:00:00Z,e.coli,72,Saugatuck River,2018,08-08
Sasco 1,2002-08-06T00:00:00Z,e.coli,72,Sasco Brook,2002,08-06
Sasco 6,1997-05-29T00:00:00Z,e.coli,72,Sasco Brook,1997,05-29
Sasco 9,2000-06-20T00:00:00Z,e.coli,72,Sasco Brook,2000,06-20
Sasco 9,1999-05-06T00:00:00Z,e.coli,72,Sasco Brook,1999,05-06
Saugatuck 1,2020-05-20T00:00:00Z,e.coli,72,Saugatuck River,2020,05-20
